2684,1,1013652,SKI-TK. ADITYA,JL. MANGKALAYA RT.02 RW.06 GN.,SUKABUMI,43156,SKI-Z1CP01,SUKABUMI KOTA,0
2685,1,1013653,SKI-TK. HJ. OYOK,JL. CIJERUK RT.03 RW.03 GN. GU,SUKABUMI,43156,SKI-Z1CP01,SUKABUMI KOTA,0
2686,1,1013654,SKI-TK. H. DADANG,JL. CIJERUK RT.02 RW.03 GN. GU,SUKABUMI,43156,SKI-Z1CP01,SUKABUMI KOTA,0
2687,1,1013655,SKI-WR. PAK DADANG,JL. CIGARU RT.01 RW.03 GN. GUR,SUKABUMI,43156,SKI-Z1CP01,SUKABUMI KOTA,0
2688,1,1013656,SKI-WR. PAK UDUN,JL. CIGARU RT.01 RW.03 GN. GUR,SUKABUMI,43156,SKI-Z1CP01,SUKABUMI KOTA,0
2689,1,1013733,SKI-WR. SUHENDAR,JL. CIBALUNG RT.06 RW.04 CARIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2690,1,1013736,SKI-WR. YUDI,JL. CIBALUNG RT.06 RW.04 CARIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2691,1,1013737,SKI-WR. MULYADI,JL. CIBALUNG RT.06 RW.04 CARIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2692,1,1013738,SKI-TK. RANTI,JL. CIBALUNG RT.06 RW.04 CARIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2693,1,1013739,SKI-TK. SILVIA,JL. CISANDE RT.06 RW.02 CICANT,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2694,1,1013740,SKI-WR. NERY,PERUM GPL CISANDE BLOK B 4 CIC,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2695,1,1013741,SKI-WR. MAMA ODI,CISANDE PERUM GPL BLOK B 2 CIC,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2696,1,1013742,SKI-WR. IMAS,JL. CISANDE RT.06 RW.02 CICANT,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2697,1,1013743,SKI-WR. PAK DIRMAN,JL. CISANDE RT.06 RW.02 CICANT,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2698,1,1013744,SKI-WR. BU EUIS,JL. CISANDE RT.06 RW.02 CICANT,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2699,1,1013746,SKI-WR. PAK UJANG,JL. CISANDE RT.05 RW.02 CICANT,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2700,1,1013747,SKI-WR. YULI,JL. CISANDE RT.05 RW.02 CICANT,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2701,1,1013748,SKI-WR. RATIH,JL. CIBALUNG RT.02 RW.01 CARIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2702,1,1013749,SKI-WR. ELIS,JL. CIBALUNG RT.02 RW.01 CARIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2703,1,1013751,SKI-WR. ENI,JL. CISANDE RT.04 RW.02 CICANT,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2704,1,1013752,SKI-WR. DEDEN,JL. CISANDE RT.04 RW.02 CICANT,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2705,1,1013753,SKI-WR. RIFAN,JL. CIBALUNG RT.04 RW.04 CARIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2706,1,1013754,SKI-WR. CEP SOPANDI,JL. CIBALUNG RT.03 RW.04 CARIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2707,1,1013755,SKI-WR. SINTA,JL. CIBALUNG RT.04 RW.04 CARIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2708,1,1013756,SKI-WR. AZIS,JL. CIBALUNG RT.04 RW.04 CARIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2709,1,1013844,SKI-TK. ANNISA,JL. SELABINTANA NO.17 RT.01 RW,SUKABUMI,43113,SKI-Z1CP01,SUKABUMI KOTA,0
2710,1,1013849,SKI-TK. NAZWA,JL. SELABINTANA NO.23 RT.06 RW,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2711,1,1013856,SKI-WR. PAK YANTO,JL. SELABINTANA RT.07 RW.02 WA,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2712,1,1013858,SKI-TK. ALFATH,JL. SELABINTANA NO.35 RT.07 RW,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2713,1,1013863,SKI-PENJUALAN TUNAI CHD,JL. RY. CIBOLANG NO. 21 RT.04,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2714,1,1013864,SKI-WR. IBU SITI,JL. SELABINTANA NO.270 RT.16 R,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2715,1,1013867,SKI-WR. GRASELLA,JL. SELABINTANA NO.19 RT.03 RW,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2716,1,1013869,SKI-TK. HARYANI,JL. SELABINTANA NO.18 RT.03 RW,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2717,1,1013886,SKI-WR. BU OCIH,JL. SELABINTANA NO.5 RT.02 RW.,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2718,1,1013887,SKI-TK. EVI,JL. SELABINTANA NO.47 RT.07 RW,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2719,1,1013890,SKI-TK. HARI,JL. SELABINTANA NO.55 RT.07 RW,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2720,1,1013891,SKI-TK. ADEL,JL. SELABINTANA NO.58 RT.11 RW,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2721,1,1013928,SKI-TK. H. HADIST,JL. SELABINTANA NO.73 RT.12 RW,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2722,1,1013929,SKI-TK. PANDI,JL. SELABINTANA NO.107 RT.19 R,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2723,1,1013930,SKI-TK. BP. AJAT,JL. SELABINTANA NO.188 RT.19 R,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2724,1,1013931,SKI-WR. ALIFAH,JL. SELABINTANA NO.192 RT.19 R,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2725,1,1013933,SKI-TK. HN,JL. SELABINTANA NO.200 RT.19 R,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2726,1,1013935,SKI-TK. INDRA,JL. SELABINTANA NO.201 RT.19 R,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2727,1,1013940,SKI-TK. SUSI,JL. SELABINTANA NO.251 RT.16 R,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2728,1,1013947,SKI-WR. BU ADE,JL. SELABINTANA NO.93 RT.03 RW,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2729,1,1013948,SKI-WR. YULI,JL. SELABINTANA NO.57 RT.01 RW,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2730,1,1013949,SKI-WR. CICI,WANASARI NO.2 RT.02 RW.01 SUDA,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2731,1,1013950,SKI-WR. HENDRA,JL. WANASARI NO.3 RT.02 RW.01,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2732,1,1013951,SKI-TK. IRWAN,JL. WANASARI NO.81 RT.03 RW.11,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2733,1,1013952,SKI-WR. INTAN,JL. WANASARI NO.1 RT.02 RW.11,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2734,1,1013953,SKI-WR. BP. OMAN,JL. KARAWANG NO.17 RT.04 RW.03,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2735,1,1013954,SKI-WR. RESTI,JL. KARAWANG NO.46 RT.01 RW.03,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2736,1,1013956,SKI-WR. ERNI,JL. KARAAWNG NO.59 RT.01 RW.03,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2737,1,1013957,SKI-WR. RODIYAH,JL. KARAWANG NO.17 RT.04 RW.02,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2738,1,1013958,SKI-TK. RISMA,JL. ARAWANG NO.1 RT.02 RW.02,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2739,1,1013959,SKI-WR. WANTI,JL. KARAWANG NO.11 RT.03 RW.01,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2740,1,1013987,SKI-TK. PELANGI,JL. TALAGA RT.03 RW.01 CARINGI,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2741,1,1013991,SKI-TK. BUDIMAN,JL. CIKUKULU RT.11 RW.04 CICAN,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2742,1,1014015,SKI-WR. MAJU MITRA,JL. CIKUKULU NO.501 RT.07 RW.0,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2743,1,1014018,SKI-TK. BU NENIH,CIKUKULU RT.05 RW.02 CICANTAYA,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2744,1,1014021,SKI-TK. ANDER,TALAGA RT.02 RW.01 CARINGIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2745,1,1014024,SKI-WR. NURJANAH,TALAGA RT.05 RW.01 CARINGIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2746,1,1014030,SKI-WR. NIA,TALAGA RT.02 RW.02 CARINGIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2747,1,1014031,SKI-WR. DEDEH,TALAGA RT.02 RW.02 CARINGIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2748,1,1014032,SKI-TK. ASEP,JL. TALAGA RT.01 RW.01  CARING,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2749,1,1014034,SKI-TK. PAK MAMAT,JL. TALAGA RT.01 RW.01 CARINGI,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2750,1,1014037,SKI-TK. HARAHAP,TALAGA RT.02 RW.01 CARINGIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2751,1,1014038,SKI-WR. AYEP,TALAGA RT.02 RW.02 CARINGIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2752,1,1014196,SKI-WR. ELAH,JL. CIJENGKOL RT.01 RW.05 CARI,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2753,1,1014197,SKI-TK. KAILA,JL. KADUPUGUR RT.14 RW.04 CICA,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2754,1,1014198,SKI-TK. PUTRA,CIJENGKOL RT.03 RW.05 CARINGIN,SUKABUMI,43154,SKI-Z1CP01,SUKABUMI KOTA,0
2755,1,1014199,SKI-TK. AHMAD YANI,CISANDE HILIR RT.22 RW.07 CICA,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2756,1,1014201,SKI-TK. SALSA,CIKUKULU RT.19 RW.05 CICANTAYA,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2757,1,1014205,SKI-TK. IROH,CIBARAJA RT.10 RW.10 CICANTAYA,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,0
2758,1,1014206,SKI-TK. USMAN,JL. CIBATU CARINGIN NO.80 RT.2,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2759,1,1014207,SKI-WR. YANTI,JL. CIBATU CARINGIN NO.78 RT.2,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2760,1,1014208,SKI-WR. BU HENI,JL. CIBATU NAGRAK NO.60 RT.27,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2761,1,1014209,SKI-WR. ENGKOS,JL. CIBATU LOGOK NO.28 RT.27 R,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2762,1,1014210,SKI-WR. ECHA,JL. CIBATU LEGOK NO.38 RT.27 R,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2763,1,1014212,SKI-TK. MILA,JL. CIBATU TENGAH RT.23 RW.09,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2764,1,1014216,SKI-TK. HARUM,CIBATU TENGAH RT.23 RW.09 CISA,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2765,1,1014228,SKI-WR. AAN,JL. CIBATU TENGAH RT.23 RW.09,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2766,1,1014230,SKI-WR. PAK OHANG,JL. SUKASARI NO.13 RT.26 RW.09,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2767,1,1014232,SKI-WR. HERA,JL. BABAKAN NO.5 RT.25 RW.09 C,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2768,1,1014233,SKI-WR. RISKIQUA,JL. GENTENG RT.24 RW.08 CISAAT,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2769,1,1014234,"SKI-WR. HJ, IROH",JL. GENTENG RT.24 RW.08 CISAAT,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2770,1,1014267,SKI-WR. BU ANYAH,JL. GENTONG RT.23 RW.08 CISAAT,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2771,1,1014276,SKI-TK. SITORUS,JL. BENTENG NO.21 RT.04 RW.03,SUKABUMI,43132,SKI-Z1CP01,SUKABUMI KOTA,0
2772,1,1014279,SKI-TK. ABANG ISMAIL,JL. SANIN NO.32 RT.10 RW.02 WA,SUKABUMI,43132,SKI-Z1CP01,SUKABUMI KOTA,0
2773,1,1014282,SKI-WR. DADANG,JL. SANIIN NO.06 RT.06 RW.02 W,SUKABUMI,43132,SKI-Z1CP01,SUKABUMI KOTA,0
2774,1,1014283,SKI-TK. BAROKAH,JL. BENTENG TENGAH NO.5 RT.08,SUKABUMI,43132,SKI-Z1CP01,SUKABUMI KOTA,0
2775,1,1014292,SKI-TK. ABANG YUSUF,JL. BENTENG TENGAH NO.30 RT.09,SUKABUMI,43132,SKI-Z1CP01,SUKABUMI KOTA,0
2776,1,1014293,SKI-WR. H. AMINAH,JL. BENTENG KIDUL NO.51 RT.02,SUKABUMI,43134,SKI-Z1CP01,SUKABUMI KOTA,0
2777,1,1014294,SKI-WR. H. RAHMAT,JL. BENTENG KIDUL NO.18 RT.03,SUKABUMI,43134,SKI-Z1CP01,SUKABUMI KOTA,0
2778,1,1014299,SKI-RYOSSAFOOD,JL. PELABUHAN II NO.356 RT.01,SUKABUMI,43134,SKI-Z1CP01,SUKABUMI KOTA,200
2779,1,1014381,SKI-WR. AA VARIASI,JL. KABANDUNGAN NO.27 RT.04 RW,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,0
2780,1,1014388,SKI-WR. DIAN,JL. KABANDUNGAN NO.40 RT.04 RW,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,0
2781,1,1014389,SKI-TK. KABANDUNGAN,JL. KABANDUNGAN NO.59 RT.02 RW,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2782,1,1014391,SKI-TK. LUBIS,PARUNGSEAH NO.09 RT.05 RW.06,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2783,1,1014396,SKI-WR. AIDAH,PARUNGSEAH NO.7 RT.04 RW.06,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,0
2784,1,1014429,DPK - SKI,Jl. Raya Bolang kaler RT 04/RW,Sukabumi,,SKI,SUKABUMI,0
2785,1,1014438,SKI-TK. ARYA,PARUNGSEAH NO.172 RT.02 RW.07,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,0
2786,1,1014445,SKI-WR. PAK ECE,BHINEKA KARYA NO.9 RT.03 RW.06,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,0
2787,1,1014446,SKI-WR. DEVI,JL. KARAMAT NO.53 RT.01 RW.03,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,0
2788,1,1014455,SKI-WR. ENTIN,CISEUREUH NO.61 RT.03 RW.05 GN,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2789,1,1014457,SKI-TK. TAN,CISEREUH NO.08 RT.01 RW.07 GN.,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2790,1,1014458,SKI-WR. BU YANI,CISEUREUH NO.18 RT.01 RW.07 GN,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2791,1,1014459,SKI-TK. FIONA,PERUM KARANG PANGGON NO.02 RT.,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2792,1,1014460,SKI-WR. IIS,KYAI ABDUL AZIS NO.15 RT.23 RW,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2793,1,1014461,SKI-WR. BU AI,JL. CIJAMBE NO.110 RT.17 RW.08,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2794,1,1014463,SKI-TK. ZIFA,JL. KADUDAMPIT KM.3 NO.25 CISA,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2795,1,1014464,SKI-TK. SUSAN,PERUM GJP CISAAT,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2796,1,1014465,SKI-TK. KHALIFAH,JL. KADUDAMPIT KM.3 NO.37 CISA,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2797,1,1014467,SKI-WR. TEH ISOP,JL. CIJAMBU NO.10 RT.06 RW.03,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2798,1,1014468,SKI-WR. OZI,JL. CIHIANGKIK RT.14 RW.06 CIS,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2799,1,1014470,SKI-WR. NANI,JL. PENCELUT NO.14 RT.11 RW.05,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2800,1,1014472,SKI-WR. TETI,JL. JAMBATAN RT.13 RW.05 CISAA,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2801,1,1014473,SKI-WR. ERI,JL. TEGALWANGI NO.09 RT.04 RW.,SUKABUMI,43135,SKI-Z1CP01,SUKABUMI KOTA,0
2802,1,1014474,SKI-TK. FAIZ JAYA,JL. GADING REGENCY NO.36 RT.10,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2803,1,1014475,SKI-TK. SINTA,GADIING REGENCY NO.15 RT.10 RW,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2804,1,1014476,SKI-TK. ADI AZ,GADING REGENCY NO.01 RT.10 RW.,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2805,1,1014477,SKI-TK. DARA,JL. CIRADEN RT.10 RW.02 CISAAT,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2806,1,1014478,SKI-WR. LASTRI,JL. CIRADEN RT.10 RW.03 CISAAT,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2807,1,1014479,SKI-WR. BU PIPIT,JL. CIBATU POS RT.23 RW.04 CIS,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2808,1,1014480,SKI-WR. GINAN,JL. CIBATU POS RT.25 RW.07 CIS,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2809,1,1014482,SKI-WR. ABIL,JL. CIBATU POS RT.21 RW.06 CIS,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2810,1,1014483,SKI-TK. SANTI,JL. CIBATU POS RT.20 RW.06 CIS,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2811,1,1014484,SKI-WR. AI,JL. CITENGKOR RT.16 RW.05 CISA,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2812,1,1014572,SKI-TK. WAWAT,JL. PELABUHAN II NO.570 RT.01,SUKABUMI,43134,SKI-Z1CP01,SUKABUMI KOTA,0
2813,1,1014573,SKI-TK. ANUGERAH,JL. JERUK NYELAP NO.41 RT.05 R,SUKABUMI,43169,SKI-Z1CP01,SUKABUMI KOTA,0
2814,1,1014574,SKI-WR. NABIL,JL. JERUK NYELAP NO.30 RT.01 R,SUKABUMI,43169,SKI-Z1CP01,SUKABUMI KOTA,0
2815,1,1014581,SKI-TK. TUTI,"JL. JERUK NYELAP RT.03 RW.04,",SUKABUMI,43169,SKI-Z1CP01,SUKABUMI KOTA,0
2816,1,1014584,SKI-TK. ENGKUS,BOJONG LOA RT.03 RW.06 LEMBURS,SUKABUMI,43169,SKI-Z1CP01,SUKABUMI KOTA,0
2817,1,1014585,SKI-TK. ELI,BOJONG NANGKA NO.24 RT.26 RW.0,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2818,1,1014586,SKI-TK. WAHYUNI,GN. GURUH GIRANG RT.24 RW.04 C,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2819,1,1014587,SKI-TK. SITI JAROH,GN. GURUH GIRANG RT.12 RW.04 C,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2820,1,1014588,SKI-TK. HARRI,GN. GURUH GIRANG RT.13 RW.03 C,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2821,1,1014589,SKI-WR. H. DADA,JL. RAMBAY NO.12 RT.33 RW.10 C,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2822,1,1014592,SKI-WR. PAK HENDRA,JL. RAMBAY NO.4 RT.23 RW.10 CI,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2823,1,1014593,SKI-TK. RIZKI,JL. RAMBAY NO.33 RT.26 RW.08 C,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2824,1,1014680,SKI-TK. RIZKY,JL. AMINTA AZMALI NO.40 RT.01,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2825,1,1014681,SKI-WR. BU NUNUNG,JL. KUTA PASIR NO.15 RT.06 RW.,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2826,1,1014682,SKI-WR. ASTRI,JL. AMINTA AZMALI NO.07 RT.01,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2827,1,1014684,SKI-WR. MUMUH,JL. AMINTA AZMALI NO. RT.01 RW,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2828,1,1014690,SKI-TK. EVA,JL. AMINTA AZMALI NO.12 RT.02,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2829,1,1014691,SKI-WR. MAMAH AYANG,JL. AMINTA AZMALI NO.34 RT.01,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2830,1,1014694,SKI-WR. TEH TINI,JL. AMINTA AZMALI NO.7 RT.01 R,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,0
2831,1,1014697,SKI-TK. SUHAMALAH,JL. RAMBAI KULON RT.01 RW.03 C,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2832,1,1014698,SKI-TK. KDK,JL. CIKIRAY NO.53 RT.02 RW.09,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2833,1,1014704,SKI-PD. BAROKAH JAYA,JL. CIKIRAY NO.2 RT.04 RW.08 C,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2834,1,1014705,SKI-WR. ABAH ALYA,JL. CIKIRAY NO.21 RT.04 RW.08,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2835,1,1014707,SKI-WR. ADE LIA,JL. CIJAMBU RT.05 RW.02 CISAAT,SUKABUMI,43134,SKI-Z1CP01,SUKABUMI KOTA,0
2836,1,1014711,SKI-WR. BU AI,JL. CIJAMBU RT.03 RW.02 CISAAT,SUKABUMI,43134,SKI-Z1CP01,SUKABUMI KOTA,0
2837,1,1014717,SKI-TK. YOGA,GN. JAYA RT.08 RW.02 CISAAT,SUKABUMI,43134,SKI-Z1CP01,SUKABUMI KOTA,0
2838,1,1014719,SKI-TK. ABANG,GN. JAYA RT.10 RW.02 CISAAT,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2839,1,1014791,SKI-WR. NURHALIMAH,CISAAT RT.12 RW.04,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2840,1,1014792,SKI-TK. SALWA,CIBATU BALDES RT.13 RW.03,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2841,1,1014793,SKI-TK. WANDI,CIBATU BALDES RT.13 RW.03,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2842,1,1014794,SKI-TK. LILIS,CIBATU BALDES RT.11 RW.03,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2843,1,1014795,SKI-WR. YOYOH,CIBATU LIK RT.16 RW.04 CISAAT,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2844,1,1014796,SKI-TK. RESTY,CIPANCUR RT.19 RW.04 CISAAT,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2845,1,1014797,SKI-WR. ELIS,CIPANCUR RT.19 RW.04 CISAAT,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,0
2846,1,1014798,SKI-WR. YATI,JL. GOTONGROYONG NO.35 RT.03 R,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,0
2847,1,1014799,SKI-WR. PAK KOMAR,JL. GOTONGROYONG NO.13 RT.02 R,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,0
2848,1,1014800,SKI-TK. NENDEN,JL. KOPENG NO.21 RT.01 RW.05 G,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,0
2849,1,1014801,SKI-TK. UJANG,JL. KOPENG NO.69 RT.01 RW.06 G,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,0
2850,1,1014802,SKI-WR. FAHRY CELL,JL. SRIWEDARI NO.100 RT.05 RW.,SUKABUMI,43114,SKI-Z1CP01,SUKABUMI KOTA,0
2851,1,1014803,SKI-TK. PAK YADI,JL. KH. A. SANUSI NO.09 RT.01,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,0
2852,1,1014958,SKI-WR. BU ICOH,JL. SEJAHTERA NO.193 RT.02 RW.,SUKABUMI,43134,SKI-Z1CP01,SUKABUMI KOTA,0
2853,1,1014959,SKI-TK. ABANG WAHID,JL. SEJAHTERA NO.51 RT.04 RW.2,SUKABUMI,43134,SKI-Z1CP01,SUKABUMI KOTA,0
